,year,month,day,hexagon,species,count,notes,gopro,spp_grp,SST,SSH,SAL,SAL_15,SSH_15,SST_15,F19,F20
20,2019,2,24,62,GULL,1,NA,NA,LARIDS,19.52747366,-0.291427996,34.22634957,32.22524384,-0.07493563,17.01011122,1,0
21,2019,2,24,62,GULL,1,NA,NA,LARIDS,19.52747366,-0.291427996,34.22634957,32.22524384,-0.07493563,17.01011122,1,0
22,2019,2,24,62,GULL,1,NA,NA,LARIDS,19.52747366,-0.291427996,34.22634957,32.22524384,-0.07493563,17.01011122,1,0
23,2019,2,24,62,NOGA,1,NA,NA,SULIDS,19.52747366,-0.291427996,34.22634957,32.22524384,-0.07493563,17.01011122,1,0
24,2019,2,24,62,GULL,1,NA,NA,LARIDS,19.52747366,-0.291427996,34.22634957,32.22524384,-0.07493563,17.01011122,1,0
25,2019,2,24,62,GULL,1,NA,NA,LARIDS,19.52747366,-0.291427996,34.22634957,32.22524384,-0.07493563,17.01011122,1,0
26,2019,2,24,62,GULL,1,NA,NA,LARIDS,19.52747366,-0.291427996,34.22634957,32.22524384,-0.07493563,17.01011122,1,0
27,2019,2,24,62,NOGA,1,NA,NA,SULIDS,19.52747366,-0.291427996,34.22634957,32.22524384,-0.07493563,17.01011122,1,0
28,2019,2,24,62,BRPE,1,NA,NA,WADERS,19.52747366,-0.291427996,34.22634957,32.22524384,-0.07493563,17.01011122,1,0
29,2019,2,24,62,GULL,1,NA,NA,LARIDS,19.52747366,-0.291427996,34.22634957,32.22524384,-0.07493563,17.01011122,1,0
30,2019,2,24,62,GULL,1,NA,NA,LARIDS,19.52747366,-0.291427996,34.22634957,32.22524384,-0.07493563,17.01011122,1,0
31,2019,2,24,62,NOGA,1,NA,NA,SULIDS,19.52747366,-0.291427996,34.22634957,32.22524384,-0.07493563,17.01011122,1,0
32,2019,2,24,58,TERN,1,NA,NA,LARIDS,18.98471316,-0.261460673,32.91368196,30.62829968,-0.066936314,17.16479631,1,0
33,2019,2,24,58,GULL,1,NA,NA,LARIDS,18.98471316,-0.261460673,32.91368196,30.62829968,-0.066936314,17.16479631,1,0
34,2019,2,24,58,GULL,1,NA,NA,LARIDS,18.98471316,-0.261460673,32.91368196,30.62829968,-0.066936314,17.16479631,1,0
35,2019,2,24,58,TERN,1,NA,NA,LARIDS,18.98471316,-0.261460673,32.91368196,30.62829968,-0.066936314,17.16479631,1,0
36,2019,2,24,58,NOGA,1,NA,NA,SULIDS,18.98471316,-0.261460673,32.91368196,30.62829968,-0.066936314,17.16479631,1,0
37,2019,2,24,58,NOGA,1,NA,NA,SULIDS,18.98471316,-0.261460673,32.91368196,30.62829968,-0.066936314,17.16479631,1,0
38,2019,2,24,58,TERN,1,NA,NA,LARIDS,18.98471316,-0.261460673,32.91368196,30.62829968,-0.066936314,17.16479631,1,0
39,2019,2,24,58,LAGU,1,NA,NA,LARIDS,18.98471316,-0.261460673,32.91368196,30.62829968,-0.066936314,17.16479631,1,0
40,2019,2,24,58,GBBG,1,NA,NA,LARIDS,18.98471316,-0.261460673,32.91368196,30.62829968,-0.066936314,17.16479631,1,0
41,2019,2,24,58,NOGA,1,NA,NA,SULIDS,18.98471316,-0.261460673,32.91368196,30.62829968,-0.066936314,17.16479631,1,0
42,2019,2,24,58,LAGU,1,NA,NA,LARIDS,18.98471316,-0.261460673,32.91368196,30.62829968,-0.066936314,17.16479631,1,0
43,2019,2,24,58,GULL,1,NA,NA,LARIDS,18.98471316,-0.261460673,32.91368196,30.62829968,-0.066936314,17.16479631,1,0
44,2019,2,24,58,GULL,1,NA,NA,LARIDS,18.98471316,-0.261460673,32.91368196,30.62829968,-0.066936314,17.16479631,1,0
45,2019,2,24,58,GULL,1,NA,NA,LARIDS,18.98471316,-0.261460673,32.91368196,30.62829968,-0.066936314,17.16479631,1,0
46,2019,2,24,58,GULL,1,NA,NA,LARIDS,18.98471316,-0.261460673,32.91368196,30.62829968,-0.066936314,17.16479631,1,0
47,2019,2,24,58,GULL,1,NA,NA,LARIDS,18.98471316,-0.261460673,32.91368196,30.62829968,-0.066936314,17.16479631,1,0
48,2019,2,24,58,GULL,1,NA,NA,LARIDS,18.98471316,-0.261460673,32.91368196,30.62829968,-0.066936314,17.16479631,1,0
49,2019,2,24,58,BRPE,1,NA,NA,WADERS,18.98471316,-0.261460673,32.91368196,30.62829968,-0.066936314,17.16479631,1,0
50,2019,2,24,58,BRPE,1,NA,NA,WADERS,18.98471316,-0.261460673,32.91368196,30.62829968,-0.066936314,17.16479631,1,0
51,2019,2,24,58,GULL,1,NA,NA,LARIDS,18.98471316,-0.261460673,32.91368196,30.62829968,-0.066936314,17.16479631,1,0
52,2019,2,24,58,GULL,1,NA,NA,LARIDS,18.98471316,-0.261460673,32.91368196,30.62829968,-0.066936314,17.16479631,1,0
53,2019,2,24,58,NOGA,1,NA,NA,SULIDS,18.98471316,-0.261460673,32.91368196,30.62829968,-0.066936314,17.16479631,1,0
54,2019,2,24,58,GULL,1,NA,NA,LARIDS,18.98471316,-0.261460673,32.91368196,30.62829968,-0.066936314,17.16479631,1,0
55,2019,2,24,30,GULL,1,NA,NA,LARIDS,23.04134007,-0.19772362,36.23574607,35.34898549,-0.071934453,20.54095525,1,0
56,2019,2,24,30,HERG,1,NA,NA,LARIDS,23.04134007,-0.19772362,36.23574607,35.34898549,-0.071934453,20.54095525,1,0
57,2019,2,24,30,HERG,1,NA,NA,LARIDS,23.04134007,-0.19772362,36.23574607,35.34898549,-0.071934453,20.54095525,1,0
58,2019,2,24,30,GULL,1,NA,NA,LARIDS,23.04134007,-0.19772362,36.23574607,35.34898549,-0.071934453,20.54095525,1,0
59,2019,2,24,30,GULL,1,NA,NA,LARIDS,23.04134007,-0.19772362,36.23574607,35.34898549,-0.071934453,20.54095525,1,0
60,2019,2,24,30,GULL,1,NA,NA,LARIDS,23.04134007,-0.19772362,36.23574607,35.34898549,-0.071934453,20.54095525,1,0
61,2019,2,24,107,GULL,1,NA,NA,LARIDS,16.39155805,-0.360665342,33.17705096,31.73036145,-0.070623407,15.30714848,1,0
62,2019,2,24,107,HERG,1,NA,NA,LARIDS,16.39155805,-0.360665342,33.17705096,31.73036145,-0.070623407,15.30714848,1,0
63,2019,2,24,107,GULL,1,NA,NA,LARIDS,16.39155805,-0.360665342,33.17705096,31.73036145,-0.070623407,15.30714848,1,0
64,2019,2,24,107,NOGA,1,NA,NA,SULIDS,16.39155805,-0.360665342,33.17705096,31.73036145,-0.070623407,15.30714848,1,0
65,2019,2,24,107,GULL,1,NA,NA,LARIDS,16.39155805,-0.360665342,33.17705096,31.73036145,-0.070623407,15.30714848,1,0
66,2019,2,24,94,HERG,1,NA,NA,LARIDS,17.76478881,-0.276793852,35.56729392,34.94356974,-0.061125404,18.98442042,1,0
67,2019,2,24,94,TERN,1,NA,NA,LARIDS,17.76478881,-0.276793852,35.56729392,34.94356974,-0.061125404,18.98442042,1,0
68,2019,2,24,94,GULL,1,NA,NA,LARIDS,17.76478881,-0.276793852,35.56729392,34.94356974,-0.061125404,18.98442042,1,0
69,2019,2,24,94,GULL,1,NA,NA,LARIDS,17.76478881,-0.276793852,35.56729392,34.94356974,-0.061125404,18.98442042,1,0
70,2019,2,24,94,DCCO,1,NA,NA,SULIDS,17.76478881,-0.276793852,35.56729392,34.94356974,-0.061125404,18.98442042,1,0
71,2019,2,24,94,GULL,1,NA,NA,LARIDS,17.76478881,-0.276793852,35.56729392,34.94356974,-0.061125404,18.98442042,1,0
72,2019,2,24,14,BRPE,1,NA,NA,WADERS,19.87635086,-0.179691035,35.47131229,34.83471905,-0.150702364,15.95346421,1,0
73,2019,2,24,14,BRPE,1,NA,NA,WADERS,19.87635086,-0.179691035,35.47131229,34.83471905,-0.150702364,15.95346421,1,0
74,2019,2,24,14,BRPE,1,NA,NA,WADERS,19.87635086,-0.179691035,35.47131229,34.83471905,-0.150702364,15.95346421,1,0
75,2019,2,24,14,BRPE,3,NA,NA,WADERS,19.87635086,-0.179691035,35.47131229,34.83471905,-0.150702364,15.95346421,1,0
76,2019,2,24,14,HERG,1,NA,NA,LARIDS,19.87635086,-0.179691035,35.47131229,34.83471905,-0.150702364,15.95346421,1,0
77,2019,2,24,14,GULL,1,NA,NA,LARIDS,19.87635086,-0.179691035,35.47131229,34.83471905,-0.150702364,15.95346421,1,0
78,2019,2,24,14,BRPE,1,NA,NA,WADERS,19.87635086,-0.179691035,35.47131229,34.83471905,-0.150702364,15.95346421,1,0
79,2019,2,24,14,BRPE,1,NA,NA,WADERS,19.87635086,-0.179691035,35.47131229,34.83471905,-0.150702364,15.95346421,1,0
80,2019,2,24,14,NOGA,1,NA,NA,SULIDS,19.87635086,-0.179691035,35.47131229,34.83471905,-0.150702364,15.95346421,1,0
81,2019,2,24,14,BRPE,2,NA,NA,WADERS,19.87635086,-0.179691035,35.47131229,34.83471905,-0.150702364,15.95346421,1,0
82,2019,2,24,14,BRPE,1,NA,NA,WADERS,19.87635086,-0.179691035,35.47131229,34.83471905,-0.150702364,15.95346421,1,0
83,2019,2,24,14,GULL,1,NA,NA,LARIDS,19.87635086,-0.179691035,35.47131229,34.83471905,-0.150702364,15.95346421,1,0
84,2019,2,24,14,GULL,1,NA,NA,LARIDS,19.87635086,-0.179691035,35.47131229,34.83471905,-0.150702364,15.95346421,1,0
85,2019,2,24,14,BRPE,1,NA,NA,WADERS,19.87635086,-0.179691035,35.47131229,34.83471905,-0.150702364,15.95346421,1,0
86,2019,2,24,14,BRPE,1,NA,NA,WADERS,19.87635086,-0.179691035,35.47131229,34.83471905,-0.150702364,15.95346421,1,0
87,2019,2,24,14,BRPE,2,NA,NA,WADERS,19.87635086,-0.179691035,35.47131229,34.83471905,-0.150702364,15.95346421,1,0
88,2019,2,24,14,NOGA,1,NA,NA,SULIDS,19.87635086,-0.179691035,35.47131229,34.83471905,-0.150702364,15.95346421,1,0
89,2019,2,24,14,NOGA,1,NA,NA,SULIDS,19.87635086,-0.179691035,35.47131229,34.83471905,-0.150702364,15.95346421,1,0
90,2019,2,24,14,BRPE,1,NA,NA,WADERS,19.87635086,-0.179691035,35.47131229,34.83471905,-0.150702364,15.95346421,1,0
91,2019,2,24,14,BRPE,1,NA,NA,WADERS,19.87635086,-0.179691035,35.47131229,34.83471905,-0.150702364,15.95346421,1,0
92,2019,2,24,14,BRPE,2,NA,NA,WADERS,19.87635086,-0.179691035,35.47131229,34.83471905,-0.150702364,15.95346421,1,0
93,2019,2,24,14,BRPE,2,NA,NA,WADERS,19.87635086,-0.179691035,35.47131229,34.83471905,-0.150702364,15.95346421,1,0
94,2019,2,24,14,NOGA,1,NA,NA,SULIDS,19.87635086,-0.179691035,35.47131229,34.83471905,-0.150702364,15.95346421,1,0
95,2019,2,24,14,BRPE,2,NA,NA,WADERS,19.87635086,-0.179691035,35.47131229,34.83471905,-0.150702364,15.95346421,1,0
96,2019,2,24,14,BRPE,1,NA,NA,WADERS,19.87635086,-0.179691035,35.47131229,34.83471905,-0.150702364,15.95346421,1,0
97,2019,2,24,14,BRPE,1,NA,NA,WADERS,19.87635086,-0.179691035,35.47131229,34.83471905,-0.150702364,15.95346421,1,0
98,2019,2,24,14,BRPE,2,NA,NA,WADERS,19.87635086,-0.179691035,35.47131229,34.83471905,-0.150702364,15.95346421,1,0
99,2019,2,24,14,NOGA,1,NA,NA,SULIDS,19.87635086,-0.179691035,35.47131229,34.83471905,-0.150702364,15.95346421,1,0
100,2019,2,24,14,BRPE,1,NA,NA,WADERS,19.87635086,-0.179691035,35.47131229,34.83471905,-0.150702364,15.95346421,1,0
101,2019,2,24,14,BRPE,2,NA,NA,WADERS,19.87635086,-0.179691035,35.47131229,34.83471905,-0.150702364,15.95346421,1,0
102,2019,2,24,14,GULL,1,NA,NA,LARIDS,19.87635086,-0.179691035,35.47131229,34.83471905,-0.150702364,15.95346421,1,0
103,2019,2,24,14,NOGA,2,NA,NA,SULIDS,19.87635086,-0.179691035,35.47131229,34.83471905,-0.150702364,15.95346421,1,0
104,2019,2,24,14,BRPE,1,NA,NA,WADERS,19.87635086,-0.179691035,35.47131229,34.83471905,-0.150702364,15.95346421,1,0
105,2019,2,24,14,NOGA,1,NA,NA,SULIDS,19.87635086,-0.179691035,35.47131229,34.83471905,-0.150702364,15.95346421,1,0
106,2019,2,24,43,GULL,1,NA,NA,LARIDS,20.18324204,-0.250623517,36.14990316,34.71276146,-0.127671543,16.85166837,1,0
107,2019,2,24,43,GULL,1,NA,NA,LARIDS,20.18324204,-0.250623517,36.14990316,34.71276146,-0.127671543,16.85166837,1,0
108,2019,2,24,43,HERG,1,NA,NA,LARIDS,20.18324204,-0.250623517,36.14990316,34.71276146,-0.127671543,16.85166837,1,0
109,2019,2,24,43,HERG,1,NA,NA,LARIDS,20.18324204,-0.250623517,36.14990316,34.71276146,-0.127671543,16.85166837,1,0
110,2019,2,24,43,GULL,1,NA,NA,LARIDS,20.18324204,-0.250623517,36.14990316,34.71276146,-0.127671543,16.85166837,1,0
111,2019,2,24,75,GULL,1,NA,NA,LARIDS,21.68572066,-0.30396257,36.24645074,35.30813186,-0.11468752,19.50321148,1,0
112,2019,2,24,75,GULL,1,NA,NA,LARIDS,21.68572066,-0.30396257,36.24645074,35.30813186,-0.11468752,19.50321148,1,0
113,2019,2,24,75,GULL,2,NA,NA,LARIDS,21.68572066,-0.30396257,36.24645074,35.30813186,-0.11468752,19.50321148,1,0
114,2019,2,24,27,HERG,1,NA,NA,LARIDS,19.37936523,-0.202033394,36.94765073,34.30752176,-0.152354621,15.49373603,1,0
115,2019,2,24,27,BRPE,6,NA,NA,WADERS,19.37936523,-0.202033394,36.94765073,34.30752176,-0.152354621,15.49373603,1,0
116,2019,2,24,27,HERG,3,NA,NA,LARIDS,19.37936523,-0.202033394,36.94765073,34.30752176,-0.152354621,15.49373603,1,0
117,2019,2,24,27,ROYT,1,NA,NA,LARIDS,19.37936523,-0.202033394,36.94765073,34.30752176,-0.152354621,15.49373603,1,0
118,2019,2,24,27,GULL,1,NA,NA,LARIDS,19.37936523,-0.202033394,36.94765073,34.30752176,-0.152354621,15.49373603,1,0
119,2019,2,24,27,BRPE,1,NA,NA,WADERS,19.37936523,-0.202033394,36.94765073,34.30752176,-0.152354621,15.49373603,1,0
120,2019,2,24,91,GULL,1,NA,NA,LARIDS,16.52330745,-0.35503581,29.72796602,30.16081528,-0.075757536,15.88567045,1,0
121,2019,2,24,91,DCCO,2,NA,NA,SULIDS,16.52330745,-0.35503581,29.72796602,30.16081528,-0.075757536,15.88567045,1,0
122,2019,2,24,91,HERG,1,NA,NA,LARIDS,16.52330745,-0.35503581,29.72796602,30.16081528,-0.075757536,15.88567045,1,0
123,2019,2,24,91,TERN,1,NA,NA,LARIDS,16.52330745,-0.35503581,29.72796602,30.16081528,-0.075757536,15.88567045,1,0
124,2019,2,24,91,GULL,1,NA,NA,LARIDS,16.52330745,-0.35503581,29.72796602,30.16081528,-0.075757536,15.88567045,1,0
125,2019,2,24,91,BRPE,1,NA,NA,WADERS,16.52330745,-0.35503581,29.72796602,30.16081528,-0.075757536,15.88567045,1,0
126,2019,2,24,91,HERG,2,NA,NA,LARIDS,16.52330745,-0.35503581,29.72796602,30.16081528,-0.075757536,15.88567045,1,0
127,2019,2,24,91,GULL,1,NA,NA,LARIDS,16.52330745,-0.35503581,29.72796602,30.16081528,-0.075757536,15.88567045,1,0
128,2019,2,24,91,NOGA,1,NA,NA,SULIDS,16.52330745,-0.35503581,29.72796602,30.16081528,-0.075757536,15.88567045,1,0
129,2019,2,24,91,BRPE,2,NA,NA,WADERS,16.52330745,-0.35503581,29.72796602,30.16081528,-0.075757536,15.88567045,1,0
130,2019,2,24,91,GULL,1,NA,NA,LARIDS,16.52330745,-0.35503581,29.72796602,30.16081528,-0.075757536,15.88567045,1,0
131,2019,2,24,91,BRPE,2,NA,NA,WADERS,16.52330745,-0.35503581,29.72796602,30.16081528,-0.075757536,15.88567045,1,0
132,2019,2,24,91,GULL,1,NA,NA,LARIDS,16.52330745,-0.35503581,29.72796602,30.16081528,-0.075757536,15.88567045,1,0
133,2019,2,24,91,LAGU,1,NA,NA,LARIDS,16.52330745,-0.35503581,29.72796602,30.16081528,-0.075757536,15.88567045,1,0
134,2019,3,4,19,BRPE,4,NA,NA,WADERS,19.14746632,-0.422950889,24.01275497,24.49922925,-0.097261075,15.14822084,1,0
135,2019,3,4,19,BRPE,5,NA,NA,WADERS,19.14746632,-0.422950889,24.01275497,24.49922925,-0.097261075,15.14822084,1,0
136,2019,3,4,19,TERN,2,NA,NA,LARIDS,19.14746632,-0.422950889,24.01275497,24.49922925,-0.097261075,15.14822084,1,0
137,2019,3,4,19,GULL,1,NA,NA,LARIDS,19.14746632,-0.422950889,24.01275497,24.49922925,-0.097261075,15.14822084,1,0
138,2019,3,4,19,SCOT,4,NA,NA,WATERFOWL,19.14746632,-0.422950889,24.01275497,24.49922925,-0.097261075,15.14822084,1,0
139,2019,3,4,19,SCOT,15,NA,NA,WATERFOWL,19.14746632,-0.422950889,24.01275497,24.49922925,-0.097261075,15.14822084,1,0
140,2019,3,4,19,SCOT,7,NA,NA,WATERFOWL,19.14746632,-0.422950889,24.01275497,24.49922925,-0.097261075,15.14822084,1,0
141,2019,3,4,19,TERN,1,NA,NA,LARIDS,19.14746632,-0.422950889,24.01275497,24.49922925,-0.097261075,15.14822084,1,0
142,2019,3,4,19,TERN,4,NA,NA,LARIDS,19.14746632,-0.422950889,24.01275497,24.49922925,-0.097261075,15.14822084,1,0
143,2019,3,4,19,TERN,15,NA,NA,LARIDS,19.14746632,-0.422950889,24.01275497,24.49922925,-0.097261075,15.14822084,1,0
144,2019,3,4,19,BRPE,1,NA,NA,WADERS,19.14746632,-0.422950889,24.01275497,24.49922925,-0.097261075,15.14822084,1,0
145,2019,3,4,19,SCOT,1,NA,NA,WATERFOWL,19.14746632,-0.422950889,24.01275497,24.49922925,-0.097261075,15.14822084,1,0
146,2019,3,4,19,DCCO,1,NA,NA,SULIDS,19.14746632,-0.422950889,24.01275497,24.49922925,-0.097261075,15.14822084,1,0
147,2019,3,4,19,SUSC,8,NA,NA,WATERFOWL,19.14746632,-0.422950889,24.01275497,24.49922925,-0.097261075,15.14822084,1,0
148,2019,3,4,19,DCCO,1,NA,NA,SULIDS,19.14746632,-0.422950889,24.01275497,24.49922925,-0.097261075,15.14822084,1,0
149,2019,3,4,19,GULL,3,NA,NA,LARIDS,19.14746632,-0.422950889,24.01275497,24.49922925,-0.097261075,15.14822084,1,0
150,2019,3,4,19,TERN,1,NA,NA,LARIDS,19.14746632,-0.422950889,24.01275497,24.49922925,-0.097261075,15.14822084,1,0
151,2019,3,4,19,DCCO,1,NA,NA,SULIDS,19.14746632,-0.422950889,24.01275497,24.49922925,-0.097261075,15.14822084,1,0
152,2019,3,4,19,DCCO,50,NA,NA,SULIDS,19.14746632,-0.422950889,24.01275497,24.49922925,-0.097261075,15.14822084,1,0
153,2019,3,4,19,DCCO,1,NA,NA,SULIDS,19.14746632,-0.422950889,24.01275497,24.49922925,-0.097261075,15.14822084,1,0
154,2019,3,4,19,DCCO,2,NA,NA,SULIDS,19.14746632,-0.422950889,24.01275497,24.49922925,-0.097261075,15.14822084,1,0
155,2019,3,4,19,GULL,1,NA,NA,LARIDS,19.14746632,-0.422950889,24.01275497,24.49922925,-0.097261075,15.14822084,1,0
156,2019,3,4,19,DCCO,2,NA,NA,SULIDS,19.14746632,-0.422950889,24.01275497,24.49922925,-0.097261075,15.14822084,1,0
157,2019,3,4,19,TERN,1,NA,NA,LARIDS,19.14746632,-0.422950889,24.01275497,24.49922925,-0.097261075,15.14822084,1,0
158,2019,3,4,19,GULL,3,NA,NA,LARIDS,19.14746632,-0.422950889,24.01275497,24.49922925,-0.097261075,15.14822084,1,0
159,2019,3,4,19,DCCO,1,NA,NA,SULIDS,19.14746632,-0.422950889,24.01275497,24.49922925,-0.097261075,15.14822084,1,0
160,2019,3,4,19,DCCO,1,NA,NA,SULIDS,19.14746632,-0.422950889,24.01275497,24.49922925,-0.097261075,15.14822084,1,0
161,2019,3,4,19,DCCO,1,NA,NA,SULIDS,19.14746632,-0.422950889,24.01275497,24.49922925,-0.097261075,15.14822084,1,0
162,2019,3,4,19,BRPE,2,NA,NA,WADERS,19.14746632,-0.422950889,24.01275497,24.49922925,-0.097261075,15.14822084,1,0
163,2019,3,4,19,DCCO,1,NA,NA,SULIDS,19.14746632,-0.422950889,24.01275497,24.49922925,-0.097261075,15.14822084,1,0
164,2019,3,4,19,TERN,1,NA,NA,LARIDS,19.14746632,-0.422950889,24.01275497,24.49922925,-0.097261075,15.14822084,1,0
165,2019,3,4,19,DCCO,8,NA,NA,SULIDS,19.14746632,-0.422950889,24.01275497,24.49922925,-0.097261075,15.14822084,1,0
166,2019,3,4,19,DCCO,4,NA,NA,SULIDS,19.14746632,-0.422950889,24.01275497,24.49922925,-0.097261075,15.14822084,1,0
167,2019,3,4,19,DCCO,1,NA,NA,SULIDS,19.14746632,-0.422950889,24.01275497,24.49922925,-0.097261075,15.14822084,1,0
168,2019,3,4,19,DCCO,2,NA,NA,SULIDS,19.14746632,-0.422950889,24.01275497,24.49922925,-0.097261075,15.14822084,1,0
169,2019,3,4,19,GULL,1,NA,NA,LARIDS,19.14746632,-0.422950889,24.01275497,24.49922925,-0.097261075,15.14822084,1,0
170,2019,3,4,19,SCAU,8,NA,NA,WATERFOWL,19.14746632,-0.422950889,24.01275497,24.49922925,-0.097261075,15.14822084,1,0
171,2019,3,4,19,DCCO,1,NA,NA,SULIDS,19.14746632,-0.422950889,24.01275497,24.49922925,-0.097261075,15.14822084,1,0
172,2019,3,4,19,SUSC,8,NA,NA,WATERFOWL,19.14746632,-0.422950889,24.01275497,24.49922925,-0.097261075,15.14822084,1,0
173,2019,3,4,19,TERN,2,NA,NA,LARIDS,19.14746632,-0.422950889,24.01275497,24.49922925,-0.097261075,15.14822084,1,0
174,2019,3,4,19,REDH,1,NA,NA,WATERFOWL,19.14746632,-0.422950889,24.01275497,24.49922925,-0.097261075,15.14822084,1,0
175,2019,3,4,19,DCCO,1,NA,NA,SULIDS,19.14746632,-0.422950889,24.01275497,24.49922925,-0.097261075,15.14822084,1,0
176,2019,3,4,19,SUSC,12,NA,NA,WATERFOWL,19.14746632,-0.422950889,24.01275497,24.49922925,-0.097261075,15.14822084,1,0
177,2019,3,4,19,SUSC,5,NA,NA,WATERFOWL,19.14746632,-0.422950889,24.01275497,24.49922925,-0.097261075,15.14822084,1,0
178,2019,3,4,19,DCCO,1,NA,NA,SULIDS,19.14746632,-0.422950889,24.01275497,24.49922925,-0.097261075,15.14822084,1,0
179,2019,3,4,19,GULL,2,NA,NA,LARIDS,19.14746632,-0.422950889,24.01275497,24.49922925,-0.097261075,15.14822084,1,0
180,2019,3,4,19,TERN,1,NA,NA,LARIDS,19.14746632,-0.422950889,24.01275497,24.49922925,-0.097261075,15.14822084,1,0
181,2019,3,4,39,NOGA,1,NA,NA,SULIDS,19.49228442,-0.225896836,35.12965968,34.81515174,-0.061672357,18.44291318,1,0
182,2019,3,4,39,NOGA,1,NA,NA,SULIDS,19.49228442,-0.225896836,35.12965968,34.81515174,-0.061672357,18.44291318,1,0
183,2019,3,4,39,NOGA,1,NA,NA,SULIDS,19.49228442,-0.225896836,35.12965968,34.81515174,-0.061672357,18.44291318,1,0
184,2019,3,4,39,NOGA,1,NA,NA,SULIDS,19.49228442,-0.225896836,35.12965968,34.81515174,-0.061672357,18.44291318,1,0
185,2019,3,4,39,NOGA,6,NA,NA,SULIDS,19.49228442,-0.225896836,35.12965968,34.81515174,-0.061672357,18.44291318,1,0
186,2019,3,4,39,NOGA,1,NA,NA,SULIDS,19.49228442,-0.225896836,35.12965968,34.81515174,-0.061672357,18.44291318,1,0
187,2019,3,4,39,NOGA,2,NA,NA,SULIDS,19.49228442,-0.225896836,35.12965968,34.81515174,-0.061672357,18.44291318,1,0
188,2019,3,4,39,NOGA,1,NA,NA,SULIDS,19.49228442,-0.225896836,35.12965968,34.81515174,-0.061672357,18.44291318,1,0
189,2019,3,4,39,NOGA,1,NA,NA,SULIDS,19.49228442,-0.225896836,35.12965968,34.81515174,-0.061672357,18.44291318,1,0
190,2019,3,4,39,NOGA,1,NA,NA,SULIDS,19.49228442,-0.225896836,35.12965968,34.81515174,-0.061672357,18.44291318,1,0
191,2019,3,4,39,NOGA,1,NA,NA,SULIDS,19.49228442,-0.225896836,35.12965968,34.81515174,-0.061672357,18.44291318,1,0
192,2019,3,4,39,NOGA,1,NA,NA,SULIDS,19.49228442,-0.225896836,35.12965968,34.81515174,-0.061672357,18.44291318,1,0
193,2019,3,4,39,NOGA,1,NA,NA,SULIDS,19.49228442,-0.225896836,35.12965968,34.81515174,-0.061672357,18.44291318,1,0
194,2019,3,4,39,NOGA,1,NA,NA,SULIDS,19.49228442,-0.225896836,35.12965968,34.81515174,-0.061672357,18.44291318,1,0
